date,denomination_code,denomination,denomination_value,actual_value_rm_million,actual_quantity_million_notes,data_split
2001-01-01,note_1,RM1,1,623.2,623.2,Train
2001-02-01,note_1,RM1,1,540.9,540.9,Train
2001-03-01,note_1,RM1,1,490.2,490.2,Train
2001-04-01,note_1,RM1,1,462.5,462.5,Train
2001-05-01,note_1,RM1,1,449.1,449.1,Train
2001-06-01,note_1,RM1,1,441.4,441.4,Train
2001-07-01,note_1,RM1,1,438.2,438.2,Train
2001-08-01,note_1,RM1,1,442.5,442.5,Train
2001-09-01,note_1,RM1,1,445.2,445.2,Train
2001-10-01,note_1,RM1,1,447.0,447.0,Train
2001-11-01,note_1,RM1,1,519.9,519.9,Train
2001-12-01,note_1,RM1,1,607.3,607.3,Train
2002-01-01,note_1,RM1,1,755.6,755.6,Train
2002-02-01,note_1,RM1,1,728.3,728.3,Train
2002-03-01,note_1,RM1,1,658.1,658.1,Train
2002-04-01,note_1,RM1,1,618.5,618.5,Train
2002-05-01,note_1,RM1,1,601.9,601.9,Train
2002-06-01,note_1,RM1,1,590.0,590.0,Train
2002-07-01,note_1,RM1,1,584.8,584.8,Train
2002-08-01,note_1,RM1,1,584.6,584.6,Train
2002-09-01,note_1,RM1,1,586.4,586.4,Train
2002-10-01,note_1,RM1,1,603.7,603.7,Train
2002-11-01,note_1,RM1,1,770.0,770.0,Train
2002-12-01,note_1,RM1,1,763.3,763.3,Train
2003-01-01,note_1,RM1,1,959.5,959.5,Train
2003-02-01,note_1,RM1,1,874.4,874.4,Train
2003-03-01,note_1,RM1,1,806.0,806.0,Train
2003-04-01,note_1,RM1,1,763.5,763.5,Train
2003-05-01,note_1,RM1,1,743.7,743.7,Train
2003-06-01,note_1,RM1,1,732.3,732.3,Train
2003-07-01,note_1,RM1,1,723.7,723.7,Train
2003-08-01,note_1,RM1,1,721.6,721.6,Train
2003-09-01,note_1,RM1,1,722.8,722.8,Train
2003-10-01,note_1,RM1,1,731.8,731.8,Train
2003-11-01,note_1,RM1,1,904.7,904.7,Train
2003-12-01,note_1,RM1,1,872.5,872.5,Train
2004-01-01,note_1,RM1,1,1075.9,1075.9,Train
2004-02-01,note_1,RM1,1,968.1,968.1,Train
2004-03-01,note_1,RM1,1,901.5,901.5,Train
2004-04-01,note_1,RM1,1,868.6,868.6,Train
2004-05-01,note_1,RM1,1,848.8,848.8,Train
2004-06-01,note_1,RM1,1,834.9,834.9,Train
2004-07-01,note_1,RM1,1,826.7,826.7,Train
2004-08-01,note_1,RM1,1,822.4,822.4,Train
2004-09-01,note_1,RM1,1,821.6,821.6,Train
2004-10-01,note_1,RM1,1,975.1,975.1,Train
2004-11-01,note_1,RM1,1,1002.1,1002.1,Train
2004-12-01,note_1,RM1,1,938.4,938.4,Train
2005-01-01,note_1,RM1,1,1129.0,1129.0,Train
2005-02-01,note_1,RM1,1,1076.5,1076.5,Train
2005-03-01,note_1,RM1,1,982.7,982.7,Train
2005-04-01,note_1,RM1,1,938.1,938.1,Train
2005-05-01,note_1,RM1,1,909.7,909.7,Train
2005-06-01,note_1,RM1,1,889.5,889.5,Train
2005-07-01,note_1,RM1,1,878.6,878.6,Train
2005-08-01,note_1,RM1,1,872.8,872.8,Train
2005-09-01,note_1,RM1,1,881.1,881.1,Train
2005-10-01,note_1,RM1,1,1089.3,1089.3,Train
2005-11-01,note_1,RM1,1,1032.2,1032.2,Train
2005-12-01,note_1,RM1,1,980.1,980.1,Train
2006-01-01,note_1,RM1,1,1209.0,1209.0,Train
2006-02-01,note_1,RM1,1,1103.2,1103.2,Train
2006-03-01,note_1,RM1,1,1034.1,1034.1,Train
2006-04-01,note_1,RM1,1,1002.8,1002.8,Train
2006-05-01,note_1,RM1,1,978.4,978.4,Train
2006-06-01,note_1,RM1,1,967.9,967.9,Train
2006-07-01,note_1,RM1,1,959.7,959.7,Train
2006-08-01,note_1,RM1,1,955.6,955.6,Train
2006-09-01,note_1,RM1,1,964.2,964.2,Train
2006-10-01,note_1,RM1,1,1194.8,1194.8,Train
2006-11-01,note_1,RM1,1,1099.9,1099.9,Train
2006-12-01,note_1,RM1,1,1060.6,1060.6,Train
2007-01-01,note_1,RM1,1,1182.9,1182.9,Train
2007-02-01,note_1,RM1,1,1250.5,1250.5,Train
2007-03-01,note_1,RM1,1,1154.5,1154.5,Train
2007-04-01,note_1,RM1,1,1109.2,1109.2,Train
2007-05-01,note_1,RM1,1,1077.7,1077.7,Train
2007-06-01,note_1,RM1,1,1062.8,1062.8,Train
2007-07-01,note_1,RM1,1,1051.7,1051.7,Train
2007-08-01,note_1,RM1,1,1052.4,1052.4,Train
2007-09-01,note_1,RM1,1,1225.4,1225.4,Train
2007-10-01,note_1,RM1,1,1287.9,1287.9,Train
2007-11-01,note_1,RM1,1,1195.2,1195.2,Train
2007-12-01,note_1,RM1,1,1163.2,1163.2,Train
2008-01-01,note_1,RM1,1,1392.9,1392.9,Train
2008-02-01,note_1,RM1,1,1309.0,1309.0,Train
2008-03-01,note_1,RM1,1,1244.0,1244.0,Train
2008-04-01,note_1,RM1,1,1200.9,1200.9,Train
2008-05-01,note_1,RM1,1,1181.0,1181.0,Train
2008-06-01,note_1,RM1,1,1169.5,1169.5,Train
2008-07-01,note_1,RM1,1,1159.9,1159.9,Train
2008-08-01,note_1,RM1,1,1165.7,1165.7,Train
2008-09-01,note_1,RM1,1,1458.7,1458.7,Train
2008-10-01,note_1,RM1,1,1372.0,1372.0,Train
2008-11-01,note_1,RM1,1,1287.4,1287.4,Train
2008-12-01,note_1,RM1,1,1259.2,1259.2,Train
2009-01-01,note_1,RM1,1,1489.9,1489.9,Train
2009-02-01,note_1,RM1,1,1379.8,1379.8,Train
2009-03-01,note_1,RM1,1,1317.5,1317.5,Train
2009-04-01,note_1,RM1,1,1281.9,1281.9,Train
2009-05-01,note_1,RM1,1,1259.5,1259.5,Train
2009-06-01,note_1,RM1,1,1246.1,1246.1,Train
2009-07-01,note_1,RM1,1,1236.6,1236.6,Train
2009-08-01,note_1,RM1,1,1301.1,1301.1,Train
2009-09-01,note_1,RM1,1,1525.8,1525.8,Train
2009-10-01,note_1,RM1,1,1415.9,1415.9,Train
2009-11-01,note_1,RM1,1,1349.5,1349.5,Train
2009-12-01,note_1,RM1,1,1316.1,1316.1,Train
2010-01-01,note_1,RM1,1,1477.7,1477.7,Train
2010-02-01,note_1,RM1,1,1529.0,1529.0,Train
2010-03-01,note_1,RM1,1,1428.3,1428.3,Train
2010-04-01,note_1,RM1,1,1380.5,1380.5,Train
2010-05-01,note_1,RM1,1,1358.5,1358.5,Train
2010-06-01,note_1,RM1,1,1339.2,1339.2,Train
2010-07-01,note_1,RM1,1,1331.0,1331.0,Train
2010-08-01,note_1,RM1,1,1598.4,1598.4,Train
2010-09-01,note_1,RM1,1,1570.9,1570.9,Train
2010-10-01,note_1,RM1,1,1471.6,1471.6,Train
2010-11-01,note_1,RM1,1,1424.4,1424.4,Train
2010-12-01,note_1,RM1,1,1402.3,1402.3,Train
2011-01-01,note_1,RM1,1,1654.9,1654.9,Train
2011-02-01,note_1,RM1,1,1582.8,1582.8,Train
2011-03-01,note_1,RM1,1,1515.0,1515.0,Train
2011-04-01,note_1,RM1,1,1482.6,1482.6,Train
2011-05-01,note_1,RM1,1,1466.5,1466.5,Train
2011-06-01,note_1,RM1,1,1456.3,1456.3,Train
2011-07-01,note_1,RM1,1,1466.6,1466.6,Train
2011-08-01,note_1,RM1,1,1821.6,1821.6,Train
2011-09-01,note_1,RM1,1,1714.8,1714.8,Train
2011-10-01,note_1,RM1,1,1628.8,1628.8,Train
2011-11-01,note_1,RM1,1,1579.2,1579.2,Train
2011-12-01,note_1,RM1,1,1579.5,1579.5,Train
2012-01-01,note_1,RM1,1,1821.3,1821.3,Train
2012-02-01,note_1,RM1,1,1702.2,1702.2,Train
2012-03-01,note_1,RM1,1,1642.1,1642.1,Train
2012-04-01,note_1,RM1,1,1608.5,1608.5,Train
2012-05-01,note_1,RM1,1,1586.9,1586.9,Train
2012-06-01,note_1,RM1,1,1575.8,1575.8,Train
2012-07-01,note_1,RM1,1,1850.3,1850.3,Train
2012-08-01,note_1,RM1,1,1999.5,1999.5,Train
2012-09-01,note_1,RM1,1,1874.6,1874.6,Train
2012-10-01,note_1,RM1,1,1788.0,1788.0,Train
2012-11-01,note_1,RM1,1,1748.7,1748.7,Train
2012-12-01,note_1,RM1,1,1728.3,1728.3,Train
2013-01-01,note_1,RM1,1,2002.0,2002.0,Train
2013-02-01,note_1,RM1,1,1927.3,1927.3,Train
2013-03-01,note_1,RM1,1,1835.5,1835.5,Train
2013-04-01,note_1,RM1,1,1791.2,1791.2,Train
2013-05-01,note_1,RM1,1,1763.8,1763.8,Train
2013-06-01,note_1,RM1,1,1770.1,1770.1,Train
2013-07-01,note_1,RM1,1,2174.7,2174.7,Train
2013-08-01,note_1,RM1,1,2091.7,2091.7,Train
2013-09-01,note_1,RM1,1,1953.3,1953.3,Train
2013-10-01,note_1,RM1,1,1880.4,1880.4,Train
2013-11-01,note_1,RM1,1,1833.1,1833.1,Train
2013-12-01,note_1,RM1,1,1859.6,1859.6,Train
2014-01-01,note_1,RM1,1,2060.5,2060.5,Train
2014-02-01,note_1,RM1,1,1971.5,1971.5,Train
2014-03-01,note_1,RM1,1,1904.1,1904.1,Train
2014-04-01,note_1,RM1,1,1870.5,1870.5,Train
2014-05-01,note_1,RM1,1,1849.8,1849.8,Train
2014-06-01,note_1,RM1,1,1935.9,1935.9,Train
2014-07-01,note_1,RM1,1,2250.3,2250.3,Train
2014-08-01,note_1,RM1,1,2141.0,2141.0,Train
2014-09-01,note_1,RM1,1,2025.3,2025.3,Train
2014-10-01,note_1,RM1,1,1966.1,1966.1,Train
2014-11-01,note_1,RM1,1,1922.2,1922.2,Train
2014-12-01,note_1,RM1,1,1905.5,1905.5,Train
2015-01-01,note_1,RM1,1,2091.1,2091.1,Train
2015-02-01,note_1,RM1,1,2132.4,2132.4,Train
2015-03-01,note_1,RM1,1,2043.8,2043.8,Train
2015-04-01,note_1,RM1,1,1989.4,1989.4,Train
2015-05-01,note_1,RM1,1,1959.8,1959.8,Train
2015-06-01,note_1,RM1,1,2236.6,2236.6,Train
2015-07-01,note_1,RM1,1,2349.0,2349.0,Train
2015-08-01,note_1,RM1,1,2235.4,2235.4,Train
2015-09-01,note_1,RM1,1,2133.0,2133.0,Train
2015-10-01,note_1,RM1,1,2077.4,2077.4,Train
2015-11-01,note_1,RM1,1,2040.3,2040.3,Train
2015-12-01,note_1,RM1,1,2033.2,2033.2,Train
2016-01-01,note_1,RM1,1,2264.3,2264.3,Train
2016-02-01,note_1,RM1,1,2212.1,2212.1,Train
2016-03-01,note_1,RM1,1,2143.2,2143.2,Train
2016-04-01,note_1,RM1,1,2104.6,2104.6,Train
2016-05-01,note_1,RM1,1,2207.6,2207.6,Train
2016-06-01,note_1,RM1,1,2462.9,2462.9,Train
2016-07-01,note_1,RM1,1,2435.9,2435.9,Train
2016-08-01,note_1,RM1,1,2332.3,2332.3,Train
2016-09-01,note_1,RM1,1,2261.0,2261.0,Train
2016-10-01,note_1,RM1,1,2208.7,2208.7,Train
2016-11-01,note_1,RM1,1,2160.3,2160.3,Train
2016-12-01,note_1,RM1,1,2214.7,2214.7,Train
2017-01-01,note_1,RM1,1,2374.4,2374.4,Train
2017-02-01,note_1,RM1,1,2322.0,2322.0,Train
2017-03-01,note_1,RM1,1,2278.1,2278.1,Train
2017-04-01,note_1,RM1,1,2238.0,2238.0,Train
2017-05-01,note_1,RM1,1,2331.3,2331.3,Train
2017-06-01,note_1,RM1,1,2596.3,2596.3,Train
2017-07-01,note_1,RM1,1,2530.9,2530.9,Train
2017-08-01,note_1,RM1,1,2415.2,2415.2,Train
2017-09-01,note_1,RM1,1,2351.4,2351.4,Train
2017-10-01,note_1,RM1,1,2299.1,2299.1,Train
2017-11-01,note_1,RM1,1,2270.0,2270.0,Train
2017-12-01,note_1,RM1,1,2262.2,2262.2,Train
2018-01-01,note_1,RM1,1,2470.5,2470.5,Train
2018-02-01,note_1,RM1,1,2457.5,2457.5,Train
2018-03-01,note_1,RM1,1,2398.2,2398.2,Train
2018-04-01,note_1,RM1,1,2359.6,2359.6,Train
2018-05-01,note_1,RM1,1,2659.8,2659.8,Train
2018-06-01,note_1,RM1,1,2737.4,2737.4,Train
2018-07-01,note_1,RM1,1,2652.7,2652.7,Train
2018-08-01,note_1,RM1,1,2556.4,2556.4,Train
2018-09-01,note_1,RM1,1,2489.5,2489.5,Train
2018-10-01,note_1,RM1,1,2436.1,2436.1,Train
2018-11-01,note_1,RM1,1,2411.6,2411.6,Train
2018-12-01,note_1,RM1,1,2402.2,2402.2,Train
2019-01-01,note_1,RM1,1,2596.6,2596.6,Train
2019-02-01,note_1,RM1,1,2548.0,2548.0,Train
2019-03-01,note_1,RM1,1,2495.9,2495.9,Train
2019-04-01,note_1,RM1,1,2537.6,2537.6,Train
2019-05-01,note_1,RM1,1,2855.0,2855.0,Train
2019-06-01,note_1,RM1,1,2838.3,2838.3,Train
2019-07-01,note_1,RM1,1,2739.4,2739.4,Train
2019-08-01,note_1,RM1,1,2661.4,2661.4,Train
2019-09-01,note_1,RM1,1,2593.9,2593.9,Train
2019-10-01,note_1,RM1,1,2551.0,2551.0,Train
2019-11-01,note_1,RM1,1,2525.4,2525.4,Train
2019-12-01,note_1,RM1,1,2579.1,2579.1,Train
2020-01-01,note_1,RM1,1,2697.7,2697.7,Train
2020-02-01,note_1,RM1,1,2644.3,2644.3,Train
2020-03-01,note_1,RM1,1,2613.0,2613.0,Train
2020-04-01,note_1,RM1,1,2765.7,2765.7,Train
2020-05-01,note_1,RM1,1,2860.2,2860.2,Train
2020-06-01,note_1,RM1,1,2803.3,2803.3,Train
2020-07-01,note_1,RM1,1,2759.6,2759.6,Train
2020-08-01,note_1,RM1,1,2725.9,2725.9,Train
2020-09-01,note_1,RM1,1,2698.8,2698.8,Train
2020-10-01,note_1,RM1,1,2681.5,2681.5,Train
2020-11-01,note_1,RM1,1,2674.6,2674.6,Train
2020-12-01,note_1,RM1,1,2677.154022,2677.154022,Train
2021-01-01,note_1,RM1,1,2797.917689,2797.917689,Train
2021-02-01,note_1,RM1,1,2790.016779,2790.016779,Test
2021-03-01,note_1,RM1,1,2775.8663245,2775.8663245,Test
2021-04-01,note_1,RM1,1,3001.723709,3001.723709,Test
2021-05-01,note_1,RM1,1,3012.6662655,3012.6662655,Test
2021-06-01,note_1,RM1,1,2983.81815,2983.81815,Test
2021-07-01,note_1,RM1,1,2958.804983,2958.804983,Test
2021-08-01,note_1,RM1,1,2942.0285525,2942.0285525,Test
2021-09-01,note_1,RM1,1,2920.5891615,2920.5891615,Test
2021-10-01,note_1,RM1,1,2911.937547,2911.937547,Test
2021-11-01,note_1,RM1,1,2909.622096,2909.622096,Test
2021-12-01,note_1,RM1,1,2948.8807235,2948.8807235,Test
2022-01-01,note_1,RM1,1,3042.8366285,3042.8366285,Test
2022-02-01,note_1,RM1,1,3020.4277965,3020.4277965,Test
2022-03-01,note_1,RM1,1,3078.1107755,3078.1107755,Test
2022-04-01,note_1,RM1,1,3267.546536,3267.546536,Test
2022-05-01,note_1,RM1,1,3264.704689,3264.704689,Test
2022-06-01,note_1,RM1,1,3225.588322,3225.588322,Test
2022-07-01,note_1,RM1,1,3184.3508815,3184.3508815,Test
2022-08-01,note_1,RM1,1,3124.370902,3124.370902,Test
2022-09-01,note_1,RM1,1,3079.5521745,3079.5521745,Test
2022-10-01,note_1,RM1,1,3053.5370025,3053.5370025,Test
2022-11-01,note_1,RM1,1,3033.295173,3033.295173,Test
2022-12-01,note_1,RM1,1,3111.135887,3111.135887,Test
2023-01-01,note_1,RM1,1,3155.381271,3155.381271,Test
2023-02-01,note_1,RM1,1,3117.67962,3117.67962,Test
2023-03-01,note_1,RM1,1,3343.8096755,3343.8096755,Test
2023-04-01,note_1,RM1,1,3462.6475035,3462.6475035,Test
2023-05-01,note_1,RM1,1,3421.424783,3421.424783,Test
2023-06-01,note_1,RM1,1,3353.004177,3353.004177,Test
2023-07-01,note_1,RM1,1,3267.7879585,3267.7879585,Test
2023-08-01,note_1,RM1,1,3143.709253,3143.709253,Test
2023-09-01,note_1,RM1,1,3068.301169,3068.301169,Test
2023-10-01,note_1,RM1,1,3029.932712,3029.932712,Test
2023-11-01,note_1,RM1,1,3006.4198215,3006.4198215,Test
2023-12-01,note_1,RM1,1,3029.565142,3029.565142,Test
2024-01-01,note_1,RM1,1,3127.3013885,3127.3013885,Test
2024-02-01,note_1,RM1,1,3093.8765985,3093.8765985,Test
2024-03-01,note_1,RM1,1,3448.5535915,3448.5535915,Test
2024-04-01,note_1,RM1,1,3469.021618,3469.021618,Test
2024-05-01,note_1,RM1,1,3375.5473775,3375.5473775,Test
2024-06-01,note_1,RM1,1,3313.687856,3313.687856,Test
2024-07-01,note_1,RM1,1,3232.286078,3232.286078,Test
2024-08-01,note_1,RM1,1,3183.07128,3183.07128,Test
2024-09-01,note_1,RM1,1,3158.28922,3158.28922,Test
2024-10-01,note_1,RM1,1,3127.9969355,3127.9969355,Test
2024-11-01,note_1,RM1,1,3109.9682245,3109.9682245,Test
2024-12-01,note_1,RM1,1,3155.541517,3155.541517,Test
2025-01-01,note_1,RM1,1,3211.267151,3211.267151,Test
2025-02-01,note_1,RM1,1,3330.2800305,3330.2800305,Test
2025-03-01,note_1,RM1,1,3523.4432705,3523.4432705,Test
2025-04-01,note_1,RM1,1,3509.8866375,3509.8866375,Test
2025-05-01,note_1,RM1,1,3438.3736465,3438.3736465,Test
2025-06-01,note_1,RM1,1,3383.6197155,3383.6197155,Test
2025-07-01,note_1,RM1,1,3318.2309045,3318.2309045,Test
2025-08-01,note_1,RM1,1,3261.222365,3261.222365,Test
2025-09-01,note_1,RM1,1,3233.2349375,3233.2349375,Test
2025-10-01,note_1,RM1,1,3217.2711135,3217.2711135,Test
2025-11-01,note_1,RM1,1,3201.43262,3201.43262,Test
2025-12-01,note_1,RM1,1,3245.5476715,3245.5476715,Test
2026-01-01,note_1,RM1,1,3423.6235415,3423.6235415,Test
2026-02-01,note_1,RM1,1,3564.366069,3564.366069,Test
2001-01-01,note_5,RM5,5,740.6,148.12,Train
2001-02-01,note_5,RM5,5,644.5,128.9,Train
2001-03-01,note_5,RM5,5,592.5,118.5,Train
2001-04-01,note_5,RM5,5,563.1,112.62,Train
2001-05-01,note_5,RM5,5,545.9,109.17999999999999,Train
2001-06-01,note_5,RM5,5,533.8,106.75999999999999,Train
2001-07-01,note_5,RM5,5,526.8,105.35999999999999,Train
2001-08-01,note_5,RM5,5,523.7,104.74000000000001,Train
2001-09-01,note_5,RM5,5,520.0,104.0,Train
2001-10-01,note_5,RM5,5,514.1,102.82000000000001,Train
2001-11-01,note_5,RM5,5,551.7,110.34,Train
2001-12-01,note_5,RM5,5,603.6,120.72,Train
2002-01-01,note_5,RM5,5,728.5,145.7,Train
2002-02-01,note_5,RM5,5,714.9,142.98,Train
2002-03-01,note_5,RM5,5,644.3,128.85999999999999,Train
2002-04-01,note_5,RM5,5,610.5,122.1,Train
2002-05-01,note_5,RM5,5,592.8,118.55999999999999,Train
2002-06-01,note_5,RM5,5,577.6,115.52000000000001,Train
2002-07-01,note_5,RM5,5,569.3,113.85999999999999,Train
2002-08-01,note_5,RM5,5,565.9,113.17999999999999,Train
2002-09-01,note_5,RM5,5,562.4,112.47999999999999,Train
2002-10-01,note_5,RM5,5,563.2,112.64000000000001,Train
2002-11-01,note_5,RM5,5,633.2,126.64000000000001,Train
2002-12-01,note_5,RM5,5,615.6,123.12,Train
2003-01-01,note_5,RM5,5,714.7,142.94,Train
2003-02-01,note_5,RM5,5,664.5,132.9,Train
2003-03-01,note_5,RM5,5,624.4,124.88,Train
2003-04-01,note_5,RM5,5,601.3,120.25999999999999,Train
2003-05-01,note_5,RM5,5,591.9,118.38,Train
2003-06-01,note_5,RM5,5,587.4,117.47999999999999,Train
2003-07-01,note_5,RM5,5,582.7,116.54,Train
2003-08-01,note_5,RM5,5,582.2,116.44000000000001,Train
2003-09-01,note_5,RM5,5,582.4,116.47999999999999,Train
2003-10-01,note_5,RM5,5,585.4,117.08,Train
2003-11-01,note_5,RM5,5,697.7,139.54000000000002,Train
2003-12-01,note_5,RM5,5,671.5,134.3,Train
2004-01-01,note_5,RM5,5,786.9,157.38,Train
2004-02-01,note_5,RM5,5,721.9,144.38,Train
2004-03-01,note_5,RM5,5,681.5,136.3,Train
2004-04-01,note_5,RM5,5,659.0,131.8,Train
2004-05-01,note_5,RM5,5,644.2,128.84,Train
2004-06-01,note_5,RM5,5,634.8,126.96,Train
2004-07-01,note_5,RM5,5,625.8,125.16,Train
2004-08-01,note_5,RM5,5,618.7,123.74000000000001,Train
2004-09-01,note_5,RM5,5,610.1,122.02000000000001,Train
2004-10-01,note_5,RM5,5,771.0,154.2,Train
2004-11-01,note_5,RM5,5,827.8,165.56,Train
2004-12-01,note_5,RM5,5,806.1,161.22,Train
2005-01-01,note_5,RM5,5,1032.2,206.44,Train
2005-02-01,note_5,RM5,5,1027.8,205.56,Train
2005-03-01,note_5,RM5,5,991.5,198.3,Train
2005-04-01,note_5,RM5,5,970.8,194.16,Train
2005-05-01,note_5,RM5,5,959.0,191.8,Train
2005-06-01,note_5,RM5,5,947.5,189.5,Train
2005-07-01,note_5,RM5,5,893.2,178.64000000000001,Train
2005-08-01,note_5,RM5,5,853.2,170.64000000000001,Train
2005-09-01,note_5,RM5,5,845.2,169.04000000000002,Train
2005-10-01,note_5,RM5,5,988.3,197.66,Train
2005-11-01,note_5,RM5,5,944.8,188.95999999999998,Train
2005-12-01,note_5,RM5,5,905.2,181.04000000000002,Train
2006-01-01,note_5,RM5,5,1050.6,210.11999999999998,Train
2006-02-01,note_5,RM5,5,993.6,198.72,Train
2006-03-01,note_5,RM5,5,928.2,185.64000000000001,Train
2006-04-01,note_5,RM5,5,894.3,178.85999999999999,Train
2006-05-01,note_5,RM5,5,868.0,173.6,Train
2006-06-01,note_5,RM5,5,855.9,171.18,Train
2006-07-01,note_5,RM5,5,844.7,168.94,Train
2006-08-01,note_5,RM5,5,840.0,168.0,Train
2006-09-01,note_5,RM5,5,841.2,168.24,Train
2006-10-01,note_5,RM5,5,999.2,199.84,Train
2006-11-01,note_5,RM5,5,928.9,185.78,Train
2006-12-01,note_5,RM5,5,899.0,179.8,Train
2007-01-01,note_5,RM5,5,1039.6,207.92,Train
2007-02-01,note_5,RM5,5,1125.5,225.1,Train
2007-03-01,note_5,RM5,5,1027.9,205.58,Train
2007-04-01,note_5,RM5,5,975.0,195.0,Train
2007-05-01,note_5,RM5,5,939.9,187.98,Train
2007-06-01,note_5,RM5,5,919.7,183.94,Train
2007-07-01,note_5,RM5,5,909.0,181.8,Train
2007-08-01,note_5,RM5,5,902.8,180.56,Train
2007-09-01,note_5,RM5,5,1018.7,203.74,Train
2007-10-01,note_5,RM5,5,1046.8,209.35999999999999,Train
2007-11-01,note_5,RM5,5,984.8,196.95999999999998,Train
2007-12-01,note_5,RM5,5,961.5,192.3,Train
2008-01-01,note_5,RM5,5,1245.2,249.04000000000002,Train
2008-02-01,note_5,RM5,5,1162.7,232.54000000000002,Train
2008-03-01,note_5,RM5,5,1087.7,217.54000000000002,Train
2008-04-01,note_5,RM5,5,1041.8,208.35999999999999,Train
2008-05-01,note_5,RM5,5,1018.6,203.72,Train
2008-06-01,note_5,RM5,5,1020.1,204.02,Train
2008-07-01,note_5,RM5,5,1000.6,200.12,Train
2008-08-01,note_5,RM5,5,997.5,199.5,Train
2008-09-01,note_5,RM5,5,1188.7,237.74,Train
2008-10-01,note_5,RM5,5,1122.8,224.56,Train
2008-11-01,note_5,RM5,5,1066.6,213.32,Train
2008-12-01,note_5,RM5,5,1050.1,210.01999999999998,Train
2009-01-01,note_5,RM5,5,1300.7,260.14,Train
2009-02-01,note_5,RM5,5,1198.7,239.74,Train
2009-03-01,note_5,RM5,5,1130.5,226.1,Train
2009-04-01,note_5,RM5,5,1094.6,218.92,Train
2009-05-01,note_5,RM5,5,1072.1,214.42,Train
2009-06-01,note_5,RM5,5,1057.5,211.5,Train
2009-07-01,note_5,RM5,5,1047.3,209.45999999999998,Train
2009-08-01,note_5,RM5,5,1087.8,217.56,Train
2009-09-01,note_5,RM5,5,1242.6,248.51999999999998,Train
2009-10-01,note_5,RM5,5,1157.3,231.45999999999998,Train
2009-11-01,note_5,RM5,5,1110.0,222.0,Train
2009-12-01,note_5,RM5,5,1086.7,217.34,Train
2010-01-01,note_5,RM5,5,1301.9,260.38,Train
2010-02-01,note_5,RM5,5,1349.7,269.94,Train
2010-03-01,note_5,RM5,5,1230.7,246.14000000000001,Train
2010-04-01,note_5,RM5,5,1174.9,234.98000000000002,Train
2010-05-01,note_5,RM5,5,1149.2,229.84,Train
2010-06-01,note_5,RM5,5,1129.8,225.95999999999998,Train
2010-07-01,note_5,RM5,5,1119.0,223.8,Train
2010-08-01,note_5,RM5,5,1335.1,267.02,Train
2010-09-01,note_5,RM5,5,1275.6,255.11999999999998,Train
2010-10-01,note_5,RM5,5,1201.9,240.38000000000002,Train
2010-11-01,note_5,RM5,5,1170.2,234.04000000000002,Train
2010-12-01,note_5,RM5,5,1153.4,230.68,Train
2011-01-01,note_5,RM5,5,1474.4,294.88,Train
2011-02-01,note_5,RM5,5,1371.6,274.32,Train
2011-03-01,note_5,RM5,5,1286.9,257.38,Train
2011-04-01,note_5,RM5,5,1247.0,249.4,Train
2011-05-01,note_5,RM5,5,1223.3,244.66,Train
2011-06-01,note_5,RM5,5,1206.3,241.26,Train
2011-07-01,note_5,RM5,5,1204.4,240.88000000000002,Train
2011-08-01,note_5,RM5,5,1434.3,286.86,Train
2011-09-01,note_5,RM5,5,1337.5,267.5,Train
2011-10-01,note_5,RM5,5,1278.7,255.74,Train
2011-11-01,note_5,RM5,5,1246.4,249.28000000000003,Train
2011-12-01,note_5,RM5,5,1251.3,250.26,Train
2012-01-01,note_5,RM5,5,1504.6,300.91999999999996,Train
2012-02-01,note_5,RM5,5,1395.7,279.14,Train
2012-03-01,note_5,RM5,5,1333.3,266.65999999999997,Train
2012-04-01,note_5,RM5,5,1300.6,260.12,Train
2012-05-01,note_5,RM5,5,1281.4,256.28000000000003,Train
2012-06-01,note_5,RM5,5,1268.3,253.66,Train
2012-07-01,note_5,RM5,5,1458.9,291.78000000000003,Train
2012-08-01,note_5,RM5,5,1568.0,313.6,Train
2012-09-01,note_5,RM5,5,1486.4,297.28000000000003,Train
2012-10-01,note_5,RM5,5,1429.2,285.84000000000003,Train
2012-11-01,note_5,RM5,5,1404.0,280.8,Train
2012-12-01,note_5,RM5,5,1390.9,278.18,Train
2013-01-01,note_5,RM5,5,1732.3,346.46,Train
2013-02-01,note_5,RM5,5,1663.8,332.76,Train
2013-03-01,note_5,RM5,5,1560.4,312.08000000000004,Train
2013-04-01,note_5,RM5,5,1504.7,300.94,Train
2013-05-01,note_5,RM5,5,1474.1,294.82,Train
2013-06-01,note_5,RM5,5,1468.0,293.6,Train
2013-07-01,note_5,RM5,5,1742.2,348.44,Train
2013-08-01,note_5,RM5,5,1655.7,331.14,Train
2013-09-01,note_5,RM5,5,1549.9,309.98,Train
2013-10-01,note_5,RM5,5,1498.5,299.7,Train
2013-11-01,note_5,RM5,5,1468.7,293.74,Train
2013-12-01,note_5,RM5,5,1520.8,304.15999999999997,Train
2014-01-01,note_5,RM5,5,1808.2,361.64,Train
2014-02-01,note_5,RM5,5,1714.0,342.8,Train
2014-03-01,note_5,RM5,5,1632.8,326.56,Train
2014-04-01,note_5,RM5,5,1591.3,318.26,Train
2014-05-01,note_5,RM5,5,1562.9,312.58000000000004,Train
